The usage of ZAI and ZHENGZAI in classical Chinese and modern Chinese,,,
Verbs,Time,ZAI,ZHENGZAI
注视他的衣袋,modern Chinese（1920-2020）,0,1
注视她,modern Chinese（1920-2020）,1,0
注视我与叮当,modern Chinese（1920-2020）,1,0
注视着,modern Chinese（1920-2020）,0,1
注视着什么,modern Chinese（1920-2020）,1,0
注视着她,modern Chinese（1920-2020）,1,0
注视着新闻界,modern Chinese（1920-2020）,1,0
注视着自包,modern Chinese（1920-2020）,1,0
注视着蒋太子与孔公子,modern Chinese（1920-2020）,1,0
注视着陈白露,modern Chinese（1920-2020）,1,0
注视这次新民主主义青年团成立大会的经过与结果,modern Chinese（1920-2020）,1,0
注视远远的什么东西,modern Chinese（1920-2020）,1,0
泻肚子下痢,modern Chinese（1920-2020）,1,0
洒水,modern Chinese（1920-2020）,1,0
洒水和清扫路上的积物,modern Chinese（1920-2020）,1,0
洒觅着,modern Chinese（1920-2020）,0,1
洒觅着火热的现场,modern Chinese（1920-2020）,0,1
洗,modern Chinese（1920-2020）,1,0
洗内衣,modern Chinese（1920-2020）,1,0
洗厕所,modern Chinese（1920-2020）,1,0
洗头,modern Chinese（1920-2020）,0,1
洗手摆脚,modern Chinese（1920-2020）,1,0
洗扫工作,modern Chinese（1920-2020）,1,0
洗澡,modern Chinese（1920-2020）,4,0
洗濯侄儿侄女们换下的衣服,modern Chinese（1920-2020）,0,1
洗牌,modern Chinese（1920-2020）,1,0
洗碗,modern Chinese（1920-2020）,1,0
洗笼布,modern Chinese（1920-2020）,0,1
洗米煮饭,modern Chinese（1920-2020）,1,0
洗脚,modern Chinese（1920-2020）,2,2
洗脸,modern Chinese（1920-2020）,2,4
洗脸、擦粉抹胭脂,modern Chinese（1920-2020）,0,1
洗衣服,modern Chinese（1920-2020）,3,0
活,modern Chinese（1920-2020）,1,0
活个什么劲,modern Chinese（1920-2020）,1,0
活动,modern Chinese（1920-2020）,15,5
活动着,modern Chinese（1920-2020）,1,0
活泼跳跃,modern Chinese（1920-2020）,1,0
活的个什么,modern Chinese（1920-2020）,1,0
活着,modern Chinese（1920-2020）,5,0
洽谈,modern Chinese（1920-2020）,0,2
洽谈一宗药材生意,modern Chinese（1920-2020）,0,1
洽谈引进轿车整车设计制造技术和轿车装配生产线,modern Chinese（1920-2020）,0,1
派人去参战,modern Chinese（1920-2020）,0,1
派出远征军 去为帝国主义者所希望取得的利润而送死,modern Chinese（1920-2020）,0,1
派遣几百名后备军人到近东去,modern Chinese（1920-2020）,1,0
派饭,modern Chinese（1920-2020）,0,1
流,modern Chinese（1920-2020）,10,1
流下去,modern Chinese（1920-2020）,1,0
流下来,modern Chinese（1920-2020）,0,1
流传,modern Chinese（1920-2020）,1,0
流传和泛滥,modern Chinese（1920-2020）,1,0
流传着,modern Chinese（1920-2020）,1,0
流传着一个名叫“我知道你不知道”的搞笑视频,modern Chinese（1920-2020）,1,0
流冷汗,modern Chinese（1920-2020）,1,0
流动,modern Chinese（1920-2020）,6,0
流动着,modern Chinese（1920-2020）,2,0
流变,modern Chinese（1920-2020）,2,0
流失,modern Chinese（1920-2020）,2,1
流汗,modern Chinese（1920-2020）,1,0
流泪,modern Chinese（1920-2020）,16,0
流泪寻找他们的好支书朱华银,modern Chinese（1920-2020）,1,0
流浪,modern Chinese（1920-2020）,0,1
流淌,modern Chinese（1920-2020）,5,1
流清鼻涕,modern Chinese（1920-2020）,1,0
流着,modern Chinese（1920-2020）,3,0
流着大量的鲜血,modern Chinese（1920-2020）,1,0
流着眼泪,modern Chinese（1920-2020）,3,1
流着血,modern Chinese（1920-2020）,0,1
流脓,modern Chinese（1920-2020）,1,0
流血,modern Chinese（1920-2020）,14,1
流血化脓,modern Chinese（1920-2020）,1,0
流血流汗,modern Chinese（1920-2020）,1,0
流行,modern Chinese（1920-2020）,2,2
流行什么,modern Chinese（1920-2020）,1,0
流行这首歌,modern Chinese（1920-2020）,1,0
流走,modern Chinese（1920-2020）,1,0
流进这个小房间,modern Chinese（1920-2020）,0,1
流逝,modern Chinese（1920-2020）,2,1
流逝着,modern Chinese（1920-2020）,0,1
流露真情,modern Chinese（1920-2020）,0,1
流鼻血,modern Chinese（1920-2020）,1,0
浇别人凉水,modern Chinese（1920-2020）,1,0
浇棉花,modern Chinese（1920-2020）,1,0
浇水,modern Chinese（1920-2020）,1,0
测定电台的位置,modern Chinese（1920-2020）,1,0
测试二十四节气,modern Chinese（1920-2020）,1,0
测量塑料袋,modern Chinese（1920-2020）,0,1
测量标高,modern Chinese（1920-2020）,0,1
测量着他们的勇气,modern Chinese（1920-2020）,1,0
济济一堂,modern Chinese（1920-2020）,0,1
浏览从海外寄回的五彩照片,modern Chinese（1920-2020）,1,0
浪费,modern Chinese（1920-2020）,1,0
浪费我的青春,modern Chinese（1920-2020）,1,0
浪费资源,modern Chinese（1920-2020）,1,0
浪费青春,modern Chinese（1920-2020）,1,0
浮动,modern Chinese（1920-2020）,4,0
浮水,modern Chinese（1920-2020）,1,0
浮沉,modern Chinese（1920-2020）,1,0
浮游,modern Chinese（1920-2020）,1,0
浮现,modern Chinese（1920-2020）,0,1
浮现新情况,modern Chinese（1920-2020）,1,0
浮起来,modern Chinese（1920-2020）,1,0
浴血奋战,modern Chinese（1920-2020）,0,1
浸种、播种和改良土壤,modern Chinese（1920-2020）,0,1
涂上朱红袈裟,modern Chinese（1920-2020）,1,0
消亡,modern Chinese（1920-2020）,0,1
消化,modern Chinese（1920-2020）,1,0
消失,modern Chinese（1920-2020）,8,3
消散,modern Chinese（1920-2020）,1,0
消灭,modern Chinese（1920-2020）,1,0
消灭废品,modern Chinese（1920-2020）,1,0
消灭着最后的敌人,modern Chinese（1920-2020）,0,1
消磨这个暑夜,modern Chinese（1920-2020）,0,1
消融,modern Chinese（1920-2020）,1,1
消解着,modern Chinese（1920-2020）,0,1
消退,modern Chinese（1920-2020）,1,0
消逝,modern Chinese（1920-2020）,1,0
消遣,modern Chinese（1920-2020）,1,1
消遣这半日光阴,modern Chinese（1920-2020）,1,0
消除,modern Chinese（1920-2020）,1,2
涌,modern Chinese（1920-2020）,2,0
涌动,modern Chinese（1920-2020）,1,0
涌动着,modern Chinese（1920-2020）,1,0
涌向我,modern Chinese（1920-2020）,1,0
涌来,modern Chinese（1920-2020）,0,2
涌现,modern Chinese（1920-2020）,1,0
涌现出,modern Chinese（1920-2020）,0,1
涌血,modern Chinese（1920-2020）,1,0
涌起着,modern Chinese（1920-2020）,0,1
涌进停泊区,modern Chinese（1920-2020）,0,1
涨,modern Chinese（1920-2020）,14,1
涨价,modern Chinese（1920-2020）,1,0
涮洗碗筷,modern Chinese（1920-2020）,1,0
涵养所谓宰相风度,modern Chinese（1920-2020）,1,0
淌眼泪,modern Chinese（1920-2020）,3,0
淌着泪,modern Chinese（1920-2020）,1,0
淌血,modern Chinese（1920-2020）,1,0
淘米,modern Chinese（1920-2020）,0,1
淡去,modern Chinese（1920-2020）,1,0
深入,modern Chinese（1920-2020）,2,0
深入下去,modern Chinese（1920-2020）,1,0
深入展开,modern Chinese（1920-2020）,0,1
深入贯彻落实中央关于太湖治理的各项决策部署,modern Chinese（1920-2020）,0,1
深化,modern Chinese（1920-2020）,2,0
深思,modern Chinese（1920-2020）,4,0
深思着,modern Chinese（1920-2020）,3,0
深思着他眼前摆着的各项问题,modern Chinese（1920-2020）,1,0
深揭狠批“四人帮”批判反革命的“东丰经验”,modern Chinese（1920-2020）,0,1
混,modern Chinese（1920-2020）,1,0
混战,modern Chinese（1920-2020）,0,2
混日子,modern Chinese（1920-2020）,1,0
混时间,modern Chinese（1920-2020）,1,0
淹没我,modern Chinese（1920-2020）,1,0
添置秋收农具,modern Chinese（1920-2020）,0,1
添草,modern Chinese（1920-2020）,0,1
添车买马和修制农具,modern Chinese（1920-2020）,1,0
清人,modern Chinese（1920-2020）,0,1
清扫,modern Chinese（1920-2020）,2,0
清查户口,modern Chinese（1920-2020）,2,0
清歌,modern Chinese（1920-2020）,1,0
清点,modern Chinese（1920-2020）,0,1
清理,modern Chinese（1920-2020）,0,2
清理书桌,modern Chinese（1920-2020）,0,1
清理帐目,modern Chinese（1920-2020）,0,1
清理河道内的淤泥和从上游冲下来的树木,modern Chinese（1920-2020）,0,2
清理泄出的黄色培养液,modern Chinese（1920-2020）,0,1
清理清理,modern Chinese（1920-2020）,1,0
清理火区余火,modern Chinese（1920-2020）,0,1
清理物件,modern Chinese（1920-2020）,1,0
清理现场,modern Chinese（1920-2020）,0,1
清理着尸体,modern Chinese（1920-2020）,1,0
清理着果树的叶子,modern Chinese（1920-2020）,1,0
清理着自己的情绪,modern Chinese（1920-2020）,1,1
清造名册,modern Chinese（1920-2020）,0,1
清醒过来,modern Chinese（1920-2020）,0,1
清除,modern Chinese（1920-2020）,0,1
清除发展道路上的障碍,modern Chinese（1920-2020）,1,0
清除水草,modern Chinese（1920-2020）,0,1
渗,modern Chinese（1920-2020）,1,0
渗血丝,modern Chinese（1920-2020）,1,0
渗透,modern Chinese（1920-2020）,0,2
渗透到这曾经被抽象数据和理论完全占据的地方,modern Chinese（1920-2020）,0,1
渡河,modern Chinese（1920-2020）,0,2
温习功课,modern Chinese（1920-2020）,0,1
温暖着人们的心,modern Chinese（1920-2020）,1,0
温读《论》、《孟》,modern Chinese（1920-2020）,1,0
渲染和歪曲柬埔寨的饥荒,modern Chinese（1920-2020）,0,1
渴望寻找一只完整的沙发,modern Chinese（1920-2020）,1,0
渴望触摸对方,modern Chinese（1920-2020）,1,0
渴求和平和一场安稳觉,modern Chinese（1920-2020）,1,0
游,modern Chinese（1920-2020）,1,0
游动,modern Chinese（1920-2020）,1,0
游去,modern Chinese（1920-2020）,0,1
游向墓岛海域,modern Chinese（1920-2020）,0,1
游弋,modern Chinese（1920-2020）,1,0
游戏,modern Chinese（1920-2020）,1,0
游泳,modern Chinese（1920-2020）,1,0
游着,modern Chinese（1920-2020）,1,0
游荡,modern Chinese（1920-2020）,1,0
游街,modern Chinese（1920-2020）,1,0
游西湖,modern Chinese（1920-2020）,0,1
游走,modern Chinese（1920-2020）,1,0
溃乱,modern Chinese（1920-2020）,0,1
溃烂,modern Chinese（1920-2020）,2,0
源源而来,modern Chinese（1920-2020）,2,0
溜走,modern Chinese（1920-2020）,1,0
溜饮,modern Chinese（1920-2020）,1,0
溶化,modern Chinese（1920-2020）,2,0
溶润着万年书上关于二哥的这页和下一页三月初四那页的旧历纸,modern Chinese（1920-2020）,1,0
滂沱直泻,modern Chinese（1920-2020）,1,0
滋养着,modern Chinese（1920-2020）,1,0
滋润着我的心,modern Chinese（1920-2020）,1,0
滋生,modern Chinese（1920-2020）,5,1
滋生着谣言和假新闻,modern Chinese（1920-2020）,1,0
滋荣,modern Chinese（1920-2020）,1,0
滋蔓,modern Chinese（1920-2020）,1,0
滋长着,modern Chinese（1920-2020）,1,1
滋长着闹待遇、乱花钱的风气,modern Chinese（1920-2020）,1,0
滑向深渊,modern Chinese（1920-2020）,0,2
滑落,modern Chinese（1920-2020）,1,0
滑行,modern Chinese（1920-2020）,1,1
滑走,modern Chinese（1920-2020）,1,0
滚,modern Chinese（1920-2020）,2,1
滚动,modern Chinese（1920-2020）,1,2
滚压,modern Chinese（1920-2020）,1,0
滚向危机,modern Chinese（1920-2020）,1,0
滚西瓜,modern Chinese（1920-2020）,1,0
滚过去,modern Chinese（1920-2020）,1,0
滚雪球,modern Chinese（1920-2020）,1,0
满足人们的消遣和娱乐,modern Chinese（1920-2020）,1,0
滥用价值二十五万亿元土地,modern Chinese（1920-2020）,1,0
滥用职权,modern Chinese（1920-2020）,1,0
滴,modern Chinese（1920-2020）,1,0
滴水,modern Chinese（1920-2020）,4,0
滴溜乱转,modern Chinese（1920-2020）,1,0
滴滴答答下不完,modern Chinese（1920-2020）,1,0
滴着,modern Chinese（1920-2020）,2,0
滴着水珠,modern Chinese（1920-2020）,2,0
滴着油,modern Chinese（1920-2020）,0,1
滴着血,modern Chinese（1920-2020）,1,0
滴答着晶莹透亮的水珠,modern Chinese（1920-2020）,1,0
滴落,modern Chinese（1920-2020）,3,0
滴血,modern Chinese（1920-2020）,2,0
演,modern Chinese（1920-2020）,1,0
演《沙家浜》,modern Chinese（1920-2020）,1,0
演《玉堂春》,modern Chinese（1920-2020）,1,0
演《胭脂虎》,modern Chinese（1920-2020）,0,1
演《英雄》,modern Chinese（1920-2020）,1,0
演一出戏,modern Chinese（1920-2020）,1,0
演习单刀或双刀,modern Chinese（1920-2020）,1,0
演习攀登,modern Chinese（1920-2020）,1,0
演习枪法,modern Chinese（1920-2020）,1,0
演习狼牙棒,modern Chinese（1920-2020）,1,0
演出,modern Chinese（1920-2020）,0,1
演出、不断磨练，接受小观众们的检验,modern Chinese（1920-2020）,1,0
演变,modern Chinese（1920-2020）,2,0
演变和扩展,modern Chinese（1920-2020）,0,1
演唱,modern Chinese（1920-2020）,1,0
演唱《洁白的羽毛寄深情》,modern Chinese（1920-2020）,1,0
演唱《玛纳斯》,modern Chinese（1920-2020）,1,0
演唱被称为男高音禁区的唱段,modern Chinese（1920-2020）,1,0
演奏,modern Chinese（1920-2020）,0,1
演小天鹅,modern Chinese（1920-2020）,1,0
演希腊一个喜剧,modern Chinese（1920-2020）,1,0
演恐怖片,modern Chinese（1920-2020）,1,0
演戏,modern Chinese（1920-2020）,7,0
演游园惊梦,modern Chinese（1920-2020）,0,1
演电影,modern Chinese（1920-2020）,2,0
演电影《跟踪追击》,modern Chinese（1920-2020）,1,0
演着英勇的斗争,modern Chinese（1920-2020）,1,0
演示怎么做人,modern Chinese（1920-2020）,1,0
演示手工缂丝技艺,modern Chinese（1920-2020）,1,0
演算代数,modern Chinese（1920-2020）,1,0
演讲,modern Chinese（1920-2020）,0,1
演说,modern Chinese（1920-2020）,2,0
演说他的意见,modern Chinese（1920-2020）,1,0
演这些很边缘的角色,modern Chinese（1920-2020）,1,0
演述她自己如何来参加示威,modern Chinese（1920-2020）,1,0
漫天要价,modern Chinese（1920-2020）,1,0
漫步,modern Chinese（1920-2020）,1,0
漫步蹀躞着,modern Chinese（1920-2020）,1,0
漫溢,modern Chinese（1920-2020）,1,0
漫行,modern Chinese（1920-2020）,1,0
漱洗,modern Chinese（1920-2020）,0,1
潜伏于无边的暗黑中,modern Chinese（1920-2020）,0,1
澄清,modern Chinese（1920-2020）,0,1
激动,modern Chinese（1920-2020）,1,0
激励着工程师,modern Chinese（1920-2020）,1,0
激励着我们不断前进,modern Chinese（1920-2020）,1,0
激励着自己,modern Chinese（1920-2020）,1,0
激励着航天事业的发展,modern Chinese（1920-2020）,1,0
激发着他,modern Chinese（1920-2020）,1,0
激增,modern Chinese（1920-2020）,1,0
激怒青青,modern Chinese（1920-2020）,1,0
激战,modern Chinese（1920-2020）,2,0
激斗,modern Chinese（1920-2020）,1,0
激活‘清铜时代”号的大功率超远程星际通信系统,modern Chinese（1920-2020）,1,0
激涌,modern Chinese（1920-2020）,1,0
激荡,modern Chinese（1920-2020）,1,0
激跳,modern Chinese（1920-2020）,1,0
灌姚明的篮,modern Chinese（1920-2020）,1,0
灌肠,modern Chinese（1920-2020）,1,0
灌输处女保持贞操的重要性,modern Chinese（1920-2020）,1,0
火并,modern Chinese（1920-2020）,1,0
灭亡,modern Chinese（1920-2020）,2,0
灭绝柬埔寨民族,modern Chinese（1920-2020）,1,0
炒作一件事情,modern Chinese（1920-2020）,1,0
炒周立波专场演出票,modern Chinese（1920-2020）,1,0
炒菜,modern Chinese（1920-2020）,0,1
炸卡赛,modern Chinese（1920-2020）,0,1
炸我们,modern Chinese（1920-2020）,0,1
点头,modern Chinese（1920-2020）,5,2
点头赞许,modern Chinese（1920-2020）,1,0
点射一旁,modern Chinese（1920-2020）,1,0
点烟,modern Chinese（1920-2020）,1,0
点燃,modern Chinese（1920-2020）,1,0
点着头,modern Chinese（1920-2020）,3,0
点绿山头,modern Chinese（1920-2020）,1,0
点花名册,modern Chinese（1920-2020）,1,0
点苹果的数字,modern Chinese（1920-2020）,1,0
点验着“犯人”,modern Chinese（1920-2020）,1,0
烘着,modern Chinese（1920-2020）,1,0
烤什么肉,modern Chinese（1920-2020）,1,0
烤火,modern Chinese（1920-2020）,1,1
烦恼,modern Chinese（1920-2020）,1,1
烦恼着金东水,modern Chinese（1920-2020）,1,0
烦恼着，争论着,modern Chinese（1920-2020）,1,0
烧,modern Chinese（1920-2020）,2,0
烧她的脸,modern Chinese（1920-2020）,1,0
烧早饭,modern Chinese（1920-2020）,0,1
烧杀,modern Chinese（1920-2020）,1,0
烧火做早饭,modern Chinese（1920-2020）,0,1
烧火煮饭,modern Chinese（1920-2020）,1,0
烧烟,modern Chinese（1920-2020）,1,1
烧烟土,modern Chinese（1920-2020）,1,0
烧着,modern Chinese（1920-2020）,2,0
烧着几个焦池,modern Chinese（1920-2020）,1,0
烧衣舍饭,modern Chinese（1920-2020）,1,0
烧起一盆木柴火,modern Chinese（1920-2020）,0,1
烧铁,modern Chinese（1920-2020）,0,1
烧锅,modern Chinese（1920-2020）,1,0
烧饭,modern Chinese（1920-2020）,1,1
烧香,modern Chinese（1920-2020）,1,0
烫发,modern Chinese（1920-2020）,0,1
热切盼望我们党的领导干部都应该像孔繁森那样,modern Chinese（1920-2020）,1,0
热恋,modern Chinese（1920-2020）,0,1
热情欢呼,modern Chinese（1920-2020）,0,1
热舞,modern Chinese（1920-2020）,0,1
热起来,modern Chinese（1920-2020）,0,1
焕发着,modern Chinese（1920-2020）,1,0
焚烧,modern Chinese（1920-2020）,1,0
焚烧异教徒,modern Chinese（1920-2020）,1,0
焚香祷告,modern Chinese（1920-2020）,0,1
焦心,modern Chinese（1920-2020）,0,1
焦思苦虑,modern Chinese（1920-2020）,0,1
焦急,modern Chinese（1920-2020）,0,2
焦急、担心自己会有随着车皮飞上天空的危险,modern Chinese（1920-2020）,1,0
焦急着,modern Chinese（1920-2020）,1,0
焦灼着,modern Chinese（1920-2020）,0,1
焦虑,modern Chinese（1920-2020）,1,0
焦虑着,modern Chinese（1920-2020）,1,0
煎鱼,modern Chinese（1920-2020）,0,1
照射女明星头上第一窄条,modern Chinese（1920-2020）,0,1
照射着,modern Chinese（1920-2020）,1,0
照我的鼻子,modern Chinese（1920-2020）,2,0
照料着她,modern Chinese（1920-2020）,1,0
照明集团工作,modern Chinese（1920-2020）,1,0
照相,modern Chinese（1920-2020）,1,0
照着,modern Chinese（1920-2020）,1,0
照着您,modern Chinese（1920-2020）,1,0
照耀,modern Chinese（1920-2020）,1,0
照镜子,modern Chinese（1920-2020）,1,0
照顾她,modern Chinese（1920-2020）,1,0
照顾媳妇生孩子,modern Chinese（1920-2020）,0,1
照顾志刚,modern Chinese（1920-2020）,1,0
煨第三次的牛奶,modern Chinese（1920-2020）,1,0
煮夹生饭,modern Chinese（1920-2020）,0,1
煮饭,modern Chinese（1920-2020）,1,1
煽动全市工人罢工,modern Chinese（1920-2020）,0,1
煽动民族仇恨,modern Chinese（1920-2020）,1,0
煽动闹事,modern Chinese（1920-2020）,1,0
煽阴风、点鬼火,modern Chinese（1920-2020）,1,0
煽风点火,modern Chinese（1920-2020）,1,0
熊熊燃烧,modern Chinese（1920-2020）,4,0
熏染着、启迪着、暗示着人们,modern Chinese（1920-2020）,1,0
熔化,modern Chinese（1920-2020）,1,0
熟悉‘自然选择’号的武器系统,modern Chinese（1920-2020）,0,1
熟悉机器设备情况,modern Chinese（1920-2020）,1,0
熟睡,modern Chinese（1920-2020）,0,3
熟读《国民之敌》,modern Chinese（1920-2020）,0,1
熬开,modern Chinese（1920-2020）,0,1
熬煎他的心,modern Chinese（1920-2020）,1,0
熬煎着他,modern Chinese（1920-2020）,1,0
熬稀饭,modern Chinese（1920-2020）,1,0
熬药,modern Chinese（1920-2020）,0,1
燃,modern Chinese（1920-2020）,1,0
燃放鞭炮,modern Chinese（1920-2020）,1,0
燃烧,modern Chinese（1920-2020）,40,9
燃烧着,modern Chinese（1920-2020）,2,3
燃烧着熊熊大火,modern Chinese（1920-2020）,0,1
燃着,modern Chinese（1920-2020）,1,0
燃第三支纸烟,modern Chinese（1920-2020）,1,0
燃起,modern Chinese（1920-2020）,0,1
燎原,modern Chinese（1920-2020）,1,0
爆发,modern Chinese（1920-2020）,2,0
爆发尖锐的冲突,modern Chinese（1920-2020）,1,0
爆炸,modern Chinese（1920-2020）,3,0
爆破工厂,modern Chinese（1920-2020）,1,0
爆裂,modern Chinese（1920-2020）,1,0
爬,modern Chinese（1920-2020）,2,4
爬上人们的心灵,modern Chinese（1920-2020）,0,1
爬坡,modern Chinese（1920-2020）,0,1
爬山,modern Chinese（1920-2020）,0,1
爬着椅子,modern Chinese（1920-2020）,1,0
爬行,modern Chinese（1920-2020）,2,1
爬起来,modern Chinese（1920-2020）,0,1
爱一切人,modern Chinese（1920-2020）,1,0
爱上了一个英俊的跛足军官,modern Chinese（1920-2020）,0,1
爱他,modern Chinese（1920-2020）,5,0
爱你,modern Chinese（1920-2020）,1,0
爱加林,modern Chinese（1920-2020）,1,0
爱她,modern Chinese（1920-2020）,3,0
爱慕着谢姑娘,modern Chinese（1920-2020）,1,0
爱我,modern Chinese（1920-2020）,2,0
爱抚她的眼睛和她的脸,modern Chinese（1920-2020）,1,0
爱护孩子,modern Chinese（1920-2020）,1,0
爱李静淑,modern Chinese（1920-2020）,1,0
爱着,modern Chinese（1920-2020）,1,0
爱着他,modern Chinese（1920-2020）,1,0
爱着你,modern Chinese（1920-2020）,1,0
物色住房,modern Chinese（1920-2020）,0,1
物色修谱人选,modern Chinese（1920-2020）,1,0
牵出战马,modern Chinese（1920-2020）,0,1
牵挂着它,modern Chinese（1920-2020）,1,0
牵线搭桥,modern Chinese（1920-2020）,1,0
牺牲朝鲜民主主义人民共和国的利益来讨好朴正熙集团,modern Chinese（1920-2020）,0,1
牺牲流血,modern Chinese（1920-2020）,0,1
犁地,modern Chinese（1920-2020）,0,2
犁田,modern Chinese（1920-2020）,1,0
犯嘀咕,modern Chinese（1920-2020）,1,0
犯愁,modern Chinese（1920-2020）,0,1
犯法,modern Chinese（1920-2020）,1,0
犯罪,modern Chinese（1920-2020）,1,0
犯错误,modern Chinese（1920-2020）,1,0
犹疑,modern Chinese（1920-2020）,1,1
犹豫,modern Chinese（1920-2020）,7,7
犹豫不决,modern Chinese（1920-2020）,0,1
犹豫怎么介绍柳生,modern Chinese（1920-2020）,0,1
犹豫怎么办,modern Chinese（1920-2020）,0,1
犹豫担心,modern Chinese（1920-2020）,1,0
犹豫是否应该进去,modern Chinese（1920-2020）,0,1
犹豫是否要跟他上汽车,modern Chinese（1920-2020）,0,1
犹豫着,modern Chinese（1920-2020）,2,0
犹豫着是否给彭亮,modern Chinese（1920-2020）,0,1
犹豫着是生还是死,modern Chinese（1920-2020）,0,1
犹豫要不要洗澡,modern Chinese（1920-2020）,1,0
狂叫,modern Chinese（1920-2020）,1,0
狂叫“救命”,modern Chinese（1920-2020）,1,0
狂呼奋战,modern Chinese（1920-2020）,0,1
狂咬,modern Chinese（1920-2020）,1,0
狂啸,modern Chinese（1920-2020）,1,0
狂喊一些不知什么的话语,modern Chinese（1920-2020）,1,0
狂态百出,modern Chinese（1920-2020）,1,0
狂撅起来,modern Chinese（1920-2020）,1,0
狂涨,modern Chinese（1920-2020）,1,0
狐疑,modern Chinese（1920-2020）,0,1
狐疑着,modern Chinese（1920-2020）,0,2
狞笑,modern Chinese（1920-2020）,1,0
狠抓落实,modern Chinese（1920-2020）,0,1
狠炸去路,modern Chinese（1920-2020）,0,1
狡辩,modern Chinese（1920-2020）,1,0
猛扑老营,modern Chinese（1920-2020）,0,1
猛攻阵线的中央,modern Chinese（1920-2020）,0,1
猛跳,modern Chinese（1920-2020）,1,0
猜,modern Chinese（1920-2020）,2,0
猜度那一定是谁,modern Chinese（1920-2020）,1,0
猜想,modern Chinese（1920-2020）,0,1
猜想着会议结果,modern Chinese（1920-2020）,1,0
猜想着军长怎么知道他们在这里,modern Chinese（1920-2020）,0,1
猜想着自己可能调动的方向,modern Chinese（1920-2020）,1,0
猜想着自己将来的丈夫是个什么样子的人儿,modern Chinese（1920-2020）,1,0
猜拳,modern Chinese（1920-2020）,1,0
猜测,modern Chinese（1920-2020）,3,0
猜测一切可能遇到的不利情况,modern Chinese（1920-2020）,1,0
猜测柳生的去向,modern Chinese（1920-2020）,0,1
猜测着,modern Chinese（1920-2020）,1,1
猜测着这两个问题,modern Chinese（1920-2020）,1,0
猜测绑架你的到底是哪一路人,modern Chinese（1920-2020）,1,0
猜疑,modern Chinese（1920-2020）,0,2
猜着,modern Chinese（1920-2020）,1,0
猜着拳令,modern Chinese（1920-2020）,1,0
猜谜,modern Chinese（1920-2020）,1,0
猜那另一半像谁,modern Chinese（1920-2020）,1,0
猜问、打听还有多少里路,modern Chinese（1920-2020）,1,0
献花,modern Chinese（1920-2020）,1,0
献身共产主义建设事业,modern Chinese（1920-2020）,0,1
率领人马前来,modern Chinese（1920-2020）,0,1
玩,modern Chinese（1920-2020）,7,1
玩“摔炮”,modern Chinese（1920-2020）,1,0
玩《三体》,modern Chinese（1920-2020）,1,0
玩什么,modern Chinese（1920-2020）,1,0
玩什么花招,modern Chinese（1920-2020）,1,0
玩什么花样,modern Chinese（1920-2020）,1,0
玩台球,modern Chinese（1920-2020）,0,1
"玩同样的把
戏",modern Chinese（1920-2020）,0,1
玩味他的美妙辞令,modern Chinese（1920-2020）,1,0
玩味他的话,modern Chinese（1920-2020）,1,0
玩弄,modern Chinese（1920-2020）,1,0
玩弄分裂祖国阴谋,modern Chinese（1920-2020）,1,0
玩弄旁边下垂的树枝,modern Chinese（1920-2020）,1,0
玩弄花招,modern Chinese（1920-2020）,1,0
玩弄阴谋,modern Chinese（1920-2020）,0,1
玩扑克牌,modern Chinese（1920-2020）,0,1
玩把戏,modern Chinese（1920-2020）,1,0
玩政治,modern Chinese（1920-2020）,1,0
玩火,modern Chinese（1920-2020）,2,0
玩猴子戏,modern Chinese（1920-2020）,1,0
玩着,modern Chinese（1920-2020）,2,0
玩耍,modern Chinese（1920-2020）,6,0
玩这个,modern Chinese（1920-2020）,1,0
玩野兽派,modern Chinese（1920-2020）,1,0
玩雪,modern Chinese（1920-2020）,1,0
理着他的头发,modern Chinese（1920-2020）,1,0
理着她头上散乱的头发,modern Chinese（1920-2020）,1,0
理着牌,modern Chinese（1920-2020）,0,1
理顺它们,modern Chinese（1920-2020）,1,0
琢磨,modern Chinese（1920-2020）,3,0
琢磨一个问题,modern Chinese（1920-2020）,1,0
琢磨会上那几个同志的发言,modern Chinese（1920-2020）,1,0
琢磨养猪的事,modern Chinese（1920-2020）,1,0
琢磨周虎山这后半句话的意思,modern Chinese（1920-2020）,1,0
琢磨夜间瞄准的要领,modern Chinese（1920-2020）,1,0
琢磨如何驱鬼,modern Chinese（1920-2020）,1,0
琢磨它们的意义,modern Chinese（1920-2020）,0,1
琢磨对“抡花”的技巧和装置作些改进,modern Chinese（1920-2020）,0,1
琢磨怎么做才能将诚信教育自然而然地融入助学贷款业务流程,modern Chinese（1920-2020）,1,0
琢磨怎么表白,modern Chinese（1920-2020）,1,0
琢磨欧阳海刚才讲的这几句话,modern Chinese（1920-2020）,1,0
琢磨着,modern Chinese（1920-2020）,1,0
琢磨着对付定时炸弹,modern Chinese（1920-2020）,0,1
琢磨着怎样接近暖暖,modern Chinese（1920-2020）,1,0
琢磨这个“冲”字,modern Chinese（1920-2020）,1,0
琢磨这个事情,modern Chinese（1920-2020）,1,0
琢磨连长的这个指示,modern Chinese（1920-2020）,0,1
琢磨通讯员这话,modern Chinese（1920-2020）,0,1
琢磨魏武跃刚才介绍的这些情况,modern Chinese（1920-2020）,1,0
琢磨黄鼬铡,modern Chinese（1920-2020）,0,1
